source,subpanel,gene,subtype_hint,evidence,detection_pct_r1,detection_pct_r2,det_max,specificity_flag
thymus,12_thymic_DC_myeloid,CSF2RB,,cellxgene,1.762,2.063,2.063,
thymus,12_thymic_DC_myeloid,CXCL16,,cellxgene,1.532,2.027,2.027,
thymus,12_thymic_DC_myeloid,FCER1A,DC,both,0.089,0.129,0.129,
thymus,12_thymic_DC_myeloid,FCGR1A,,both,0.1,0.142,0.142,
thymus,12_thymic_DC_myeloid,FCGR2A,,cellxgene,3.617,3.735,3.735,
thymus,12_thymic_DC_myeloid,FCGR2B,,cellxgene,0.528,0.484,0.528,
thymus,12_thymic_DC_myeloid,FCN1,monocyte,both,0.098,0.826,0.826,
thymus,12_thymic_DC_myeloid,FLT3,DC,both,0.692,0.377,0.692,
thymus,12_thymic_DC_myeloid,FOLR2,,cellxgene,0.828,0.85,0.85,
thymus,12_thymic_DC_myeloid,FPR1,,cellxgene,0.242,0.472,0.472,
thymus,12_thymic_DC_myeloid,GRN,,cellxgene,15.849,8.832,15.849,
thymus,12_thymic_DC_myeloid,IL17RA,,cellxgene,4.789,3.637,4.789,
thymus,12_thymic_DC_myeloid,IL1B,,cellxgene,0.144,0.243,0.243,
thymus,12_thymic_DC_myeloid,IL3RA,pDC,both,0.868,1.123,1.123,
thymus,12_thymic_DC_myeloid,IQGAP1,,cellxgene,7.697,5.988,7.697,
thymus,12_thymic_DC_myeloid,IRF7,pDC,both,2.109,1.854,2.109,
thymus,12_thymic_DC_myeloid,IRF8,DC,both,3.139,2.725,3.139,
thymus,12_thymic_DC_myeloid,ITGAM,,both,0.905,1.456,1.456,
thymus,12_thymic_DC_myeloid,ITGAX,,both,1.332,1.826,1.826,
thymus,12_thymic_DC_myeloid,LGALS9,,cellxgene,4.807,3.037,4.807,
thymus,12_thymic_DC_myeloid,LILRA4,pDC,both,0.317,0.44,0.44,
thymus,12_thymic_DC_myeloid,LILRB1,,cellxgene,0.518,0.813,0.813,
thymus,12_thymic_DC_myeloid,LILRB3,,cellxgene,0.268,0.412,0.412,
thymus,12_thymic_DC_myeloid,LILRB4,,cellxgene,0.445,0.813,0.813,
thymus,12_thymic_DC_myeloid,MAN2B1,,cellxgene,9.38,6.244,9.38,
thymus,12_thymic_DC_myeloid,MARCO,macrophage,both,1.31,0.534,1.31,
thymus,12_thymic_DC_myeloid,MERTK,macrophage,both,3.016,2.567,3.016,
thymus,12_thymic_DC_myeloid,MRC1,macrophage,both,3.535,2.99,3.535,
thymus,12_thymic_DC_myeloid,MSR1,macrophage,both,4.237,4.103,4.237,
thymus,12_thymic_DC_myeloid,MYD88,,cellxgene,3.966,3.207,3.966,
thymus,12_thymic_DC_myeloid,NAAA,,cellxgene,3.353,3.108,3.353,
thymus,12_thymic_DC_myeloid,NCF2,,cellxgene,1.758,1.886,1.886,
thymus,12_thymic_DC_myeloid,NR4A3,,cellxgene,0.193,0.278,0.278,
thymus,12_thymic_DC_myeloid,PLA2G7,,cellxgene,1.693,1.859,1.859,
thymus,12_thymic_DC_myeloid,PLEKHO1,,cellxgene,7.796,5.375,7.796,
thymus,12_thymic_DC_myeloid,PLP2,,cellxgene,6.417,6.17,6.417,
thymus,12_thymic_DC_myeloid,PLSCR1,,cellxgene,2.116,2.472,2.472,
thymus,12_thymic_DC_myeloid,PNPLA6,,cellxgene,3.751,2.739,3.751,
thymus,12_thymic_DC_myeloid,S1PR3,,cellxgene,0.805,0.755,0.805,
thymus,12_thymic_DC_myeloid,SERPINB9,,cellxgene,2.588,2.251,2.588,
thymus,12_thymic_DC_myeloid,SIGLEC6,,cellxgene,0.177,0.17,0.177,
thymus,12_thymic_DC_myeloid,SIRPA,,canonical,2.663,3.93,3.93,
thymus,12_thymic_DC_myeloid,SLC11A1,,cellxgene,0.162,0.201,0.201,
thymus,12_thymic_DC_myeloid,SLC7A7,,cellxgene,2.703,3.084,3.084,
thymus,12_thymic_DC_myeloid,SLCO2B1,,cellxgene,7.888,5.306,7.888,
thymus,12_thymic_DC_myeloid,SORL1,,cellxgene,2.719,2.794,2.794,
thymus,12_thymic_DC_myeloid,SPI1,,both,2.144,2.032,2.144,
thymus,12_thymic_DC_myeloid,TBXAS1,,cellxgene,2.025,1.334,2.025,
thymus,12_thymic_DC_myeloid,TCF4,pDC,both,7.649,6.359,7.649,
thymus,12_thymic_DC_myeloid,THEMIS2,,cellxgene,3.951,2.419,3.951,
thymus,12_thymic_DC_myeloid,TLR2,,cellxgene,0.895,0.928,0.928,
thymus,12_thymic_DC_myeloid,TNFRSF1B,,cellxgene,3.059,2.532,3.059,
thymus,12_thymic_DC_myeloid,TREM2,macrophage,both,0.558,0.798,0.798,
thymus,12_thymic_DC_myeloid,TYMP,,cellxgene,2.946,2.807,2.946,
thymus,12_thymic_DC_myeloid,UBE2D3,,cellxgene,9.511,9.854,9.854,
thymus,12_thymic_DC_myeloid,VASP,,cellxgene,6.91,6.942,6.942,
thymus,12_thymic_DC_myeloid,VSIG4,,cellxgene,0.688,0.999,0.999,
thymus,12_thymic_DC_myeloid,VSIR,,cellxgene,2.715,1.865,2.715,
thymus,12_thymic_DC_myeloid,WAS,,cellxgene,8.89,5.144,8.89,
thymus,12_thymic_DC_myeloid,WDFY4,,cellxgene,3.603,2.485,3.603,
thymus,12_thymic_DC_myeloid,XCR1,DC,both,0.242,0.163,0.242,
thymus,13_thymic_B_plasma,AICDA,,cellxgene,0.148,0.166,0.166,
thymus,13_thymic_B_plasma,AIM2,,cellxgene,0.443,0.455,0.455,
thymus,13_thymic_B_plasma,ANKRD13A,,cellxgene,7.305,5.738,7.305,
thymus,13_thymic_B_plasma,AP1B1,,cellxgene,16.241,9.102,16.241,
thymus,13_thymic_B_plasma,BACH2,,cellxgene,5.349,3.852,5.349,
thymus,13_thymic_B_plasma,BANK1,,both,2.031,1.507,2.031,
thymus,13_thymic_B_plasma,BLK,,both,2.463,1.449,2.463,
thymus,13_thymic_B_plasma,BTLA,,cellxgene,3.09,1.728,3.09,
thymus,13_thymic_B_plasma,CD19,,both,6.379,3.784,6.379,
thymus,13_thymic_B_plasma,CD22,,both,3.067,2.161,3.067,
thymus,13_thymic_B_plasma,CD38,plasma,both,2.794,3.944,3.944,
thymus,13_thymic_B_plasma,CD72,,both,1.349,0.647,1.349,
thymus,13_thymic_B_plasma,CD79A,,both,8.313,4.721,8.313,
thymus,13_thymic_B_plasma,CD79B,,both,3.321,2.048,3.321,
thymus,13_thymic_B_plasma,CNR2,,cellxgene,1.232,1.152,1.232,
thymus,13_thymic_B_plasma,CR2,,both,0.62,0.941,0.941,
thymus,13_thymic_B_plasma,CXCR5,,cellxgene,0.269,0.306,0.306,
thymus,13_thymic_B_plasma,CYBC1,,cellxgene,3.051,3.78,3.78,
thymus,13_thymic_B_plasma,DERL3,plasma,both,1.236,0.821,1.236,
thymus,13_thymic_B_plasma,DTX1,,cellxgene,1.115,1.377,1.377,
thymus,13_thymic_B_plasma,EBF1,,canonical,1.187,1.166,1.187,
thymus,13_thymic_B_plasma,FCER2,,both,1.547,1.239,1.547,
thymus,13_thymic_B_plasma,FCRL1,,both,0.774,0.788,0.788,
thymus,13_thymic_B_plasma,FCRL2,,cellxgene,0.495,0.541,0.541,
thymus,13_thymic_B_plasma,FCRL3,,cellxgene,0.679,0.641,0.679,
thymus,13_thymic_B_plasma,FCRL5,,both,1.957,1.063,1.957,
thymus,13_thymic_B_plasma,FCRLA,,cellxgene,0.166,0.146,0.166,
thymus,13_thymic_B_plasma,FKBP11,plasma,both,2.104,1.892,2.104,
thymus,13_thymic_B_plasma,IGHE,,cellxgene,1.061,0.465,1.061,
thymus,13_thymic_B_plasma,KLHL14,,cellxgene,0.316,0.287,0.316,
thymus,13_thymic_B_plasma,LY9,,cellxgene,2.81,3.495,3.495,
thymus,13_thymic_B_plasma,MS4A1,,both,8.06,6.92,8.06,
thymus,13_thymic_B_plasma,MZB1,plasma,both,3.217,1.573,3.217,
thymus,13_thymic_B_plasma,OGG1,,cellxgene,0.415,0.523,0.523,
thymus,13_thymic_B_plasma,PARP1,,cellxgene,7.961,6.885,7.961,
thymus,13_thymic_B_plasma,PARP15,,cellxgene,2.18,1.725,2.18,
thymus,13_thymic_B_plasma,PAX5,,both,0.921,0.794,0.921,
thymus,13_thymic_B_plasma,PDIA4,,cellxgene,9.077,6.213,9.077,
thymus,13_thymic_B_plasma,PLEKHA2,,cellxgene,1.256,1.443,1.443,
thymus,13_thymic_B_plasma,POU2AF1,plasma,both,4.173,2.262,4.173,
thymus,13_thymic_B_plasma,PRDM1,plasma,both,0.948,0.425,0.948,
thymus,13_thymic_B_plasma,RPN1,,cellxgene,7.068,5.17,7.068,
thymus,13_thymic_B_plasma,RUBCNL,,cellxgene,2.553,2.285,2.553,
thymus,13_thymic_B_plasma,SDC1,plasma,canonical,2.853,2.172,2.853,
thymus,13_thymic_B_plasma,SH2B2,,cellxgene,0.714,0.536,0.714,
thymus,13_thymic_B_plasma,SLAMF7,plasma,both,0.899,0.946,0.946,
thymus,13_thymic_B_plasma,SP140,,cellxgene,2.835,2.604,2.835,
thymus,13_thymic_B_plasma,SPIB,,both,1.097,0.7,1.097,
thymus,13_thymic_B_plasma,SYVN1,,cellxgene,2.154,1.745,2.154,
thymus,13_thymic_B_plasma,TCL1A,,both,0.541,0.366,0.541,
thymus,13_thymic_B_plasma,TLR10,,cellxgene,0.515,0.645,0.645,
thymus,13_thymic_B_plasma,TNFRSF13B,,both,0.534,0.347,0.534,
thymus,13_thymic_B_plasma,TNFRSF13C,,cellxgene,4.205,1.897,4.205,
thymus,13_thymic_B_plasma,TNFRSF17,plasma,both,0.953,0.372,0.953,
thymus,13_thymic_B_plasma,TOR3A,,cellxgene,0.997,1.028,1.028,
thymus,13_thymic_B_plasma,WASHC4,,cellxgene,6.002,5.531,6.002,
thymus,13_thymic_B_plasma,XBP1,plasma,both,5.446,4.462,5.446,
thymus,13_thymic_B_plasma,ZNF296,,cellxgene,0.574,0.252,0.574,
thymus,14_thymic_NK_ILC,APOBEC3C,,cellxgene,1.791,1.485,1.791,
thymus,14_thymic_NK_ILC,CD244,,both,0.341,0.586,0.586,
thymus,14_thymic_NK_ILC,CD300A,,cellxgene,2.925,2.318,2.925,
thymus,14_thymic_NK_ILC,CMKLR1,,cellxgene,1.936,1.724,1.936,
thymus,14_thymic_NK_ILC,DDX3X,,cellxgene,10.204,10.005,10.204,
thymus,14_thymic_NK_ILC,EOMES,,both,0.183,0.201,0.201,
thymus,14_thymic_NK_ILC,FCGR3A,,both,0.416,0.25,0.416,
thymus,14_thymic_NK_ILC,GATA3,ILC2,both,1.326,1.086,1.326,
thymus,14_thymic_NK_ILC,IL1RL1,ILC2,both,0.16,0.106,0.16,
thymus,14_thymic_NK_ILC,KCNE1,,cellxgene,0.049,0.05,0.05,
thymus,14_thymic_NK_ILC,KIR2DL1,,both,0.075,0.071,0.075,
thymus,14_thymic_NK_ILC,KIR2DL4,,both,0.071,0.055,0.071,
thymus,14_thymic_NK_ILC,KIR3DL1,,both,0.035,0.06,0.06,
thymus,14_thymic_NK_ILC,KIT,ILC2,both,0.404,0.291,0.404,
thymus,14_thymic_NK_ILC,KLRB1,,both,0.401,0.499,0.499,
thymus,14_thymic_NK_ILC,KLRC1,,both,0.32,0.367,0.367,
thymus,14_thymic_NK_ILC,KLRC2,,both,0.078,0.215,0.215,
thymus,14_thymic_NK_ILC,KLRD1,,both,0.133,0.099,0.133,
thymus,14_thymic_NK_ILC,KLRF1,,both,0.28,0.372,0.372,
thymus,14_thymic_NK_ILC,KLRG1,,both,1.026,1.01,1.026,
thymus,14_thymic_NK_ILC,KLRK1,,both,1.444,1.266,1.444,
thymus,14_thymic_NK_ILC,NCAM1,,canonical,0.13,0.158,0.158,
thymus,14_thymic_NK_ILC,NCR1,,both,0.15,0.127,0.15,
thymus,14_thymic_NK_ILC,NCR3,,both,0.3,0.441,0.441,
thymus,14_thymic_NK_ILC,PRF1,,both,0.389,0.446,0.446,
thymus,14_thymic_NK_ILC,RORC,ILC2,both,1.427,1.199,1.427,
thymus,14_thymic_NK_ILC,SH2D1B,,cellxgene,0.12,0.144,0.144,
thymus,14_thymic_NK_ILC,SMARCA2,,cellxgene,12.195,8.945,12.195,
thymus,14_thymic_NK_ILC,TBX21,,both,0.166,0.184,0.184,
thymus,14_thymic_NK_ILC,TKTL1,,cellxgene,0.061,0.108,0.108,
thymus,14_thymic_NK_ILC,TNFSF11,,cellxgene,0.183,0.141,0.183,
thymus,15_thymic_stroma_fibroblast,ADAMTS2,,cellxgene,0.483,0.359,0.483,
thymus,15_thymic_stroma_fibroblast,ADGRD1,,cellxgene,0.143,0.225,0.225,
thymus,15_thymic_stroma_fibroblast,ANGPTL7,,cellxgene,0.101,0.149,0.149,
thymus,15_thymic_stroma_fibroblast,BDKRB1,,cellxgene,0.03,0.05,0.05,
thymus,15_thymic_stroma_fibroblast,COCH,,cellxgene,0.21,0.206,0.21,
thymus,15_thymic_stroma_fibroblast,COL5A1,,both,1.562,2.361,2.361,
thymus,15_thymic_stroma_fibroblast,COL5A2,,both,2.95,1.904,2.95,
thymus,15_thymic_stroma_fibroblast,COL6A1,,canonical,9.285,8.151,9.285,
thymus,15_thymic_stroma_fibroblast,DDR2,,cellxgene,0.34,0.663,0.663,
thymus,15_thymic_stroma_fibroblast,DPT,,both,0.83,1.801,1.801,
thymus,15_thymic_stroma_fibroblast,FAP,,both,0.23,0.293,0.293,
thymus,15_thymic_stroma_fibroblast,FGF7,,cellxgene,0.616,1.129,1.129,
thymus,15_thymic_stroma_fibroblast,FGFR4,,cellxgene,0.077,0.102,0.102,
thymus,15_thymic_stroma_fibroblast,GLA,,cellxgene,1.617,1.531,1.617,
thymus,15_thymic_stroma_fibroblast,GXYLT2,,cellxgene,3.445,5.123,5.123,
thymus,15_thymic_stroma_fibroblast,HSD11B1,,cellxgene,0.022,0.0,0.022,
thymus,15_thymic_stroma_fibroblast,IL11,,cellxgene,0.103,0.103,0.103,
thymus,15_thymic_stroma_fibroblast,IL1R1,,cellxgene,3.756,2.286,3.756,
thymus,15_thymic_stroma_fibroblast,LAMC1,,cellxgene,2.614,2.921,2.921,
thymus,15_thymic_stroma_fibroblast,MCTP2,,cellxgene,1.884,1.817,1.884,
thymus,15_thymic_stroma_fibroblast,MFAP5,,both,0.211,0.446,0.446,
thymus,15_thymic_stroma_fibroblast,MSC,,cellxgene,0.405,0.348,0.405,
thymus,15_thymic_stroma_fibroblast,NMB,,cellxgene,0.19,0.277,0.277,
thymus,15_thymic_stroma_fibroblast,PDGFRA,,both,3.315,2.469,3.315,
thymus,15_thymic_stroma_fibroblast,PDPN,,both,1.493,1.336,1.493,
thymus,15_thymic_stroma_fibroblast,PLEKHH2,,cellxgene,0.591,0.54,0.591,
thymus,15_thymic_stroma_fibroblast,POSTN,,both,0.87,0.499,0.87,
thymus,15_thymic_stroma_fibroblast,PRDM6,,cellxgene,0.117,0.172,0.172,
thymus,15_thymic_stroma_fibroblast,PRKD1,,cellxgene,0.389,0.241,0.389,
thymus,15_thymic_stroma_fibroblast,PRRX1,,cellxgene,0.755,1.471,1.471,
thymus,15_thymic_stroma_fibroblast,RAI14,,cellxgene,1.305,1.231,1.305,
thymus,15_thymic_stroma_fibroblast,RBMS1,,cellxgene,2.557,1.779,2.557,
thymus,15_thymic_stroma_fibroblast,RGS5,stellate,canonical,0.957,0.492,0.957,
thymus,15_thymic_stroma_fibroblast,RSPO2,,cellxgene,0.056,0.093,0.093,
thymus,15_thymic_stroma_fibroblast,SLC5A5,,cellxgene,0.068,0.07,0.07,
thymus,15_thymic_stroma_fibroblast,SLITRK4,,cellxgene,0.778,0.718,0.778,
thymus,15_thymic_stroma_fibroblast,THBS2,,cellxgene,0.142,0.302,0.302,
thymus,15_thymic_stroma_fibroblast,THY1,,canonical,1.359,1.66,1.66,
thymus,15_thymic_stroma_fibroblast,TRPC6,,cellxgene,0.417,0.308,0.417,
thymus,15_thymic_stroma_fibroblast,VEGFD,,cellxgene,0.077,0.632,0.632,
thymus,16_thymic_endothelial_pericyte,ABCG2,,cellxgene,0.227,0.145,0.227,
thymus,16_thymic_endothelial_pericyte,ACVRL1,,cellxgene,0.962,1.069,1.069,
thymus,16_thymic_endothelial_pericyte,ADGRL4,,cellxgene,0.488,0.51,0.51,
thymus,16_thymic_endothelial_pericyte,APLN,,cellxgene,0.035,0.065,0.065,
thymus,16_thymic_endothelial_pericyte,APLNR,,cellxgene,0.18,1.132,1.132,
thymus,16_thymic_endothelial_pericyte,APOL3,,cellxgene,1.349,1.161,1.349,
thymus,16_thymic_endothelial_pericyte,BMP6,,cellxgene,0.255,0.257,0.257,
thymus,16_thymic_endothelial_pericyte,BMPR2,,cellxgene,4.503,3.858,4.503,
thymus,16_thymic_endothelial_pericyte,CALCRL,,both,0.707,0.782,0.782,
thymus,16_thymic_endothelial_pericyte,CAVIN2,,cellxgene,0.485,0.353,0.485,
thymus,16_thymic_endothelial_pericyte,CCL14,,cellxgene,2.418,1.408,2.418,
thymus,16_thymic_endothelial_pericyte,CCL21,lymphatic,canonical,0.79,0.616,0.79,
thymus,16_thymic_endothelial_pericyte,CCL23,,cellxgene,0.108,0.137,0.137,
thymus,16_thymic_endothelial_pericyte,CD34,,both,1.934,3.482,3.482,
thymus,16_thymic_endothelial_pericyte,CD93,,both,1.053,1.281,1.281,
thymus,16_thymic_endothelial_pericyte,CDH5,,both,0.728,0.557,0.728,
thymus,16_thymic_endothelial_pericyte,CDK17,,cellxgene,2.947,3.507,3.507,
thymus,16_thymic_endothelial_pericyte,CEMIP2,,cellxgene,2.067,1.147,2.067,
thymus,16_thymic_endothelial_pericyte,CLDN5,,both,4.624,2.479,4.624,
thymus,16_thymic_endothelial_pericyte,CLEC14A,,both,0.722,0.814,0.814,
thymus,16_thymic_endothelial_pericyte,DIP2B,,cellxgene,3.945,2.784,3.945,
thymus,16_thymic_endothelial_pericyte,DOCK9,,cellxgene,2.425,2.325,2.425,
thymus,16_thymic_endothelial_pericyte,ECE1,,cellxgene,6.921,5.972,6.921,
thymus,16_thymic_endothelial_pericyte,EGFL7,,both,2.424,2.953,2.953,
thymus,16_thymic_endothelial_pericyte,ELK3,,cellxgene,1.238,1.383,1.383,
thymus,16_thymic_endothelial_pericyte,ENG,,both,2.556,1.817,2.556,
thymus,16_thymic_endothelial_pericyte,EPAS1,,cellxgene,7.368,7.387,7.387,
thymus,16_thymic_endothelial_pericyte,ERG,,both,0.64,0.58,0.64,
thymus,16_thymic_endothelial_pericyte,ESM1,,cellxgene,0.082,0.146,0.146,
thymus,16_thymic_endothelial_pericyte,F2R,,cellxgene,1.01,1.152,1.152,
thymus,16_thymic_endothelial_pericyte,F2RL3,,cellxgene,0.114,0.123,0.123,
thymus,16_thymic_endothelial_pericyte,F8,,cellxgene,0.25,0.174,0.25,
thymus,16_thymic_endothelial_pericyte,FLI1,,both,1.885,1.735,1.885,
thymus,16_thymic_endothelial_pericyte,FLT4,lymphatic,both,0.918,0.574,0.918,
thymus,16_thymic_endothelial_pericyte,HEXIM1,,cellxgene,1.69,1.173,1.69,
thymus,16_thymic_endothelial_pericyte,HSPG2,,cellxgene,6.555,7.331,7.331,
thymus,16_thymic_endothelial_pericyte,ICAM1,,cellxgene,1.178,1.086,1.178,
thymus,16_thymic_endothelial_pericyte,ICAM2,,both,2.047,2.514,2.514,
thymus,16_thymic_endothelial_pericyte,IFI16,,cellxgene,4.732,4.385,4.732,
thymus,16_thymic_endothelial_pericyte,IFIT1,,cellxgene,4.426,3.116,4.426,
thymus,16_thymic_endothelial_pericyte,IL13RA2,,cellxgene,0.586,0.425,0.586,
thymus,16_thymic_endothelial_pericyte,JAM2,,cellxgene,0.696,1.042,1.042,
thymus,16_thymic_endothelial_pericyte,KDR,,both,1.441,1.495,1.495,
thymus,16_thymic_endothelial_pericyte,KLHL4,,cellxgene,0.078,0.076,0.078,
thymus,16_thymic_endothelial_pericyte,LIFR,,cellxgene,2.913,1.509,2.913,
thymus,16_thymic_endothelial_pericyte,LRRC32,,cellxgene,0.526,0.715,0.715,
thymus,16_thymic_endothelial_pericyte,LYVE1,lymphatic,canonical,0.29,0.245,0.29,
thymus,16_thymic_endothelial_pericyte,MAP4K3,,cellxgene,1.887,1.508,1.887,
thymus,16_thymic_endothelial_pericyte,MICAL2,,cellxgene,3.105,2.645,3.105,
thymus,16_thymic_endothelial_pericyte,MMRN2,,cellxgene,1.366,1.482,1.482,
thymus,16_thymic_endothelial_pericyte,MOB2,,cellxgene,2.262,1.865,2.262,
thymus,16_thymic_endothelial_pericyte,MYLK2,,cellxgene,0.167,0.123,0.167,
thymus,16_thymic_endothelial_pericyte,NODAL,,cellxgene,0.038,0.063,0.063,
thymus,16_thymic_endothelial_pericyte,NOSTRIN,,cellxgene,0.597,0.593,0.597,
thymus,16_thymic_endothelial_pericyte,NOTCH4,,both,1.714,1.852,1.852,
thymus,16_thymic_endothelial_pericyte,NRN1,,cellxgene,1.047,1.333,1.333,
thymus,16_thymic_endothelial_pericyte,PCDH17,,cellxgene,0.323,0.279,0.323,
thymus,16_thymic_endothelial_pericyte,PDGFB,,cellxgene,0.497,0.85,0.85,
thymus,16_thymic_endothelial_pericyte,PDPN,lymphatic,both,1.493,1.336,1.493,
thymus,16_thymic_endothelial_pericyte,PECAM1,,both,9.535,9.067,9.535,
thymus,16_thymic_endothelial_pericyte,PFKP,,cellxgene,2.991,2.502,2.991,
thymus,16_thymic_endothelial_pericyte,PINK1,,cellxgene,6.042,3.506,6.042,
thymus,16_thymic_endothelial_pericyte,PKD1L1,,cellxgene,0.343,0.31,0.343,
thymus,16_thymic_endothelial_pericyte,PLVAP,,both,3.352,3.778,3.778,
thymus,16_thymic_endothelial_pericyte,PODXL,,cellxgene,1.027,1.279,1.279,
thymus,16_thymic_endothelial_pericyte,PRCP,,cellxgene,4.942,4.236,4.942,
thymus,16_thymic_endothelial_pericyte,PROX1,lymphatic,both,0.216,0.131,0.216,
thymus,16_thymic_endothelial_pericyte,ROBO4,,both,0.83,0.791,0.83,
thymus,16_thymic_endothelial_pericyte,SELE,,cellxgene,0.055,0.257,0.257,
thymus,16_thymic_endothelial_pericyte,SELP,,cellxgene,0.527,0.808,0.808,
thymus,16_thymic_endothelial_pericyte,SH2D3C,,cellxgene,2.815,3.08,3.08,
thymus,16_thymic_endothelial_pericyte,SHANK3,,cellxgene,3.684,4.648,4.648,
thymus,16_thymic_endothelial_pericyte,SLC9A3R2,,cellxgene,1.607,1.902,1.902,
thymus,16_thymic_endothelial_pericyte,SNTG2,,cellxgene,0.1,0.093,0.1,
thymus,16_thymic_endothelial_pericyte,SOST,,cellxgene,16.142,19.072,19.072,
thymus,16_thymic_endothelial_pericyte,SOX17,,both,0.236,0.273,0.273,
thymus,16_thymic_endothelial_pericyte,SOX18,,both,1.375,1.132,1.375,
thymus,16_thymic_endothelial_pericyte,TEK,,both,0.657,0.705,0.705,
thymus,16_thymic_endothelial_pericyte,TGFBR2,,cellxgene,16.464,11.742,16.464,
thymus,16_thymic_endothelial_pericyte,THBD,,cellxgene,0.097,0.218,0.218,
thymus,16_thymic_endothelial_pericyte,TIE1,,both,1.868,1.642,1.868,
thymus,16_thymic_endothelial_pericyte,TMEM100,,cellxgene,0.236,0.353,0.353,
thymus,16_thymic_endothelial_pericyte,TNFRSF6B,,cellxgene,0.325,0.363,0.363,
thymus,16_thymic_endothelial_pericyte,TSPAN7,,cellxgene,1.097,0.899,1.097,
thymus,16_thymic_endothelial_pericyte,VAMP3,,cellxgene,2.478,2.264,2.478,
thymus,16_thymic_endothelial_pericyte,VAMP5,,cellxgene,1.036,0.742,1.036,
thymus,16_thymic_endothelial_pericyte,VEGFC,,cellxgene,0.401,0.434,0.434,
thymus,16_thymic_endothelial_pericyte,WWTR1,,cellxgene,1.275,0.921,1.275,
thymus,16_thymic_endothelial_pericyte,ZFHX4,,cellxgene,0.421,0.333,0.421,
